Category,Product,College,Size,Selling Price,Units Sold,Cost Price,Month
Bags & Cases,College Pouch,Bharati Vidyapeeth,17-inch,880,169,560.0,April
Gadgets,Powerbank,Modern College,128GB,1330,71,690.0,February
Gadgets,Wireless Mouse,Bhavan's College,128GB,1150,281,590.0,March
Stationery,Pen Set,COEP,A4,130,202,110.0,March
Accessories,Keychain,HR College,Large,90,379,50.0,September
Apparel,Jacket,VIT Pune,S,410,454,330.0,May
Accessories,Shoes,PCCOE,UK8,160,46,120.0,April
Accessories,Keychain,Bharati Vidyapeeth,Adjustable,380,187,330.0,January
Bags & Cases,Laptop Bag,Sinhgad College,13-inch,660,14,430.0,September
Gadgets,Wireless Mouse,COEP,64GB,710,454,620.0,December
Bags & Cases,Backpack,MIT WPU,15-inch,580,210,300.0,July
Accessories,Wrist Band,VIIT,Adjustable,130,395,80.0,March
Stationery,Pen Set,St. Xavier's Mumbai,B5,130,451,100.0,September
Accessories,Wrist Band,Rizvi College,Adjustable,290,456,250.0,September
Accessories,Wrist Band,SPIT,Small,160,78,110.0,May
Apparel,Sweatshirt,SIES,L,540,421,430.0,March
Bags & Cases,College Pouch,PCCOE,13-inch,780,36,410.0,August
Accessories,College Cap,HR College,Adjustable,280,476,240.0,December
Gadgets,Pendrive 32GB,SPIT,256GB,750,258,440.0,May
Gadgets,Pendrive 32GB,SKNCOE,32GB,1100,293,910.0,May
Gadgets,Powerbank,Rizvi College,128GB,1140,453,750.0,December
Gadgets,Earphones,COEP,64GB,1160,360,920.0,December
Apparel,Sweatshirt,Mumbai University,M,550,348,450.0,May
Gadgets,Earphones,St. Xavier's Mumbai,256GB,980,130,870.0,August
Stationery,Sticky Notes,NMIMS,A4,70,88,40.0,September
Bags & Cases,Tote Bag,RAIT,17-inch,800,161,600.0,December
Stationery,Folder,Thakur College,A5,130,181,110.0,February
Apparel,Sweatshirt,MIT WPU,M,350,269,260.0,May
Apparel,Jacket,Bhavan's College,S,370,329,330.0,July
Accessories,College Socks,PCCOE,Large,230,116,170.0,February
Accessories,College Socks,PCCOE,Small,450,336,400.0,June
Apparel,Sweatshirt,PCCOE,M,650,249,360.0,July
Apparel,Sweatshirt,Sinhgad College,L,670,112,580.0,March
Apparel,Sweatshirt,VESIT,S,430,187,270.0,May
Bags & Cases,Backpack,Bharati Vidyapeeth,13-inch,620,125,520.0,September
Gadgets,Wireless Mouse,SKNCOE,256GB,1460,487,880.0,September
Accessories,College Cap,Fr. Agnel,Large,50,324,40.0,July
Gadgets,Pendrive 32GB,MIT WPU,64GB,1390,34,810.0,July
Bags & Cases,Tote Bag,NMIMS,17-inch,520,90,350.0,May
Bags & Cases,Backpack,DJ Sanghvi,13-inch,570,352,490.0,October
Accessories,Shoes,St. Xavier's Mumbai,UK6,80,222,60.0,May
Accessories,College Badge,PCCOE,Adjustable,240,411,160.0,August
Apparel,Sweatshirt,Mumbai University,S,610,166,540.0,August
Gadgets,Pendrive 32GB,HR College,32GB,620,84,560.0,February
Accessories,Wrist Band,Thakur College,Small,400,371,250.0,May
Bags & Cases,College Pouch,MIT WPU,15-inch,280,483,200.0,May
Apparel,Sweatshirt,PCCOE,L,770,337,520.0,October
Stationery,Branded Notebook,Mumbai University,A5,60,344,40.0,November
Stationery,Branded Notebook,HR College,A5,50,331,30.0,September
Stationery,Folder,Thakur College,B5,130,382,80.0,February
Accessories,College Badge,VESIT,Adjustable,150,104,110.0,June
Stationery,Pen Set,Rizvi College,A4,50,232,40.0,May
Apparel,Jacket,Mumbai University,L,610,370,390.0,April
Accessories,College Cap,NMIMS,Small,380,41,200.0,January
Apparel,College T-Shirt,HR College,M,340,417,180.0,July
Gadgets,Earphones,PICT,256GB,1470,464,870.0,December
Apparel,Jacket,Sinhgad College,L,580,431,440.0,February
Bags & Cases,College Pouch,DJ Sanghvi,15-inch,560,473,340.0,October
Apparel,Jacket,Fr. Agnel,M,620,262,530.0,June
Bags & Cases,Backpack,PICT,13-inch,240,266,210.0,November
Bags & Cases,Laptop Bag,Thakur College,17-inch,530,216,270.0,June
Bags & Cases,Laptop Bag,VESIT,17-inch,690,301,350.0,December
Gadgets,Pendrive 32GB,Bharati Vidyapeeth,64GB,1180,234,730.0,September
Accessories,Keychain,DJ Sanghvi,Adjustable,120,168,90.0,June
Bags & Cases,Laptop Bag,KJ Somaiya,13-inch,480,298,320.0,August
Apparel,Sweatshirt,PICT,L,550,207,470.0,July
Stationery,Sticky Notes,COEP,B5,130,366,80.0,January
Accessories,Keychain,HR College,Small,470,104,410.0,January
Accessories,Shoes,PICT,UK8,160,92,120.0,April
Apparel,Sweatshirt,MIT WPU,L,320,242,270.0,January
Gadgets,Powerbank,DJ Sanghvi,32GB,1080,262,680.0,December
Stationery,Branded Notebook,VIT Pune,A4,140,168,90.0,January
Bags & Cases,Laptop Bag,RAIT,13-inch,950,109,780.0,February
Accessories,Shoes,VIIT,UK10,70,180,50.0,February
Accessories,College Socks,PICT,Adjustable,220,471,110.0,April
Apparel,College T-Shirt,Thakur College,M,320,172,180.0,February
Stationery,Pen Set,PCCOE,B5,130,295,70.0,September
Accessories,College Badge,KJ Somaiya,Adjustable,200,387,170.0,April
Accessories,Wrist Band,RAIT,Large,240,41,120.0,August
Accessories,College Socks,VIIT,Adjustable,450,445,320.0,October
Bags & Cases,Backpack,RAIT,17-inch,910,358,730.0,March
Stationery,Branded Notebook,KJ Somaiya,B5,140,383,110.0,August
Bags & Cases,Laptop Bag,KJ Somaiya,15-inch,370,84,270.0,June
Gadgets,Wireless Mouse,VIT Pune,256GB,1120,373,760.0,July
Bags & Cases,Backpack,St. Xavier's Mumbai,13-inch,600,334,440.0,April
Bags & Cases,Laptop Bag,PICT,13-inch,400,132,330.0,December
Gadgets,Wireless Mouse,Fr. Agnel,64GB,1250,435,1070.0,December
Apparel,Hoodie,KJ Somaiya,L,350,66,230.0,September
Accessories,College Cap,COEP,Adjustable,460,433,360.0,April
Accessories,Keychain,VIT Pune,Large,270,299,160.0,June
Apparel,Jacket,AISSMS,M,520,262,320.0,October
Apparel,Jacket,NMIMS,L,550,299,480.0,October
Gadgets,Wireless Mouse,Bharati Vidyapeeth,32GB,1420,410,890.0,July
Stationery,Sticky Notes,VESIT,A4,60,33,40.0,March
Bags & Cases,Backpack,COEP,17-inch,930,434,810.0,April
Gadgets,Powerbank,MIT WPU,128GB,1050,151,630.0,March
Stationery,Pen Set,DY Patil Pune,B5,80,454,70.0,May
Accessories,College Socks,HR College,Large,310,70,250.0,August
Gadgets,Powerbank,COEP,32GB,1000,177,640.0,November
Stationery,Folder,Bhavan's College,A4,100,38,60.0,March
Stationery,Sticky Notes,PICT,A4,90,125,60.0,April
Gadgets,Earphones,Mumbai University,128GB,740,201,660.0,May
Bags & Cases,College Pouch,MIT WPU,15-inch,480,276,240.0,January
Gadgets,Pendrive 32GB,PICT,64GB,1320,411,1070.0,March
Stationery,Pen Set,DY Patil Pune,A4,90,177,70.0,September
Bags & Cases,College Pouch,RAIT,13-inch,730,222,440.0,October
Accessories,College Cap,DJ Sanghvi,Large,110,233,70.0,December
Apparel,Hoodie,NMIMS,L,340,170,290.0,April
Bags & Cases,Backpack,HR College,15-inch,280,328,230.0,December
Gadgets,Wireless Mouse,KJ Somaiya,32GB,1150,230,790.0,April
Accessories,Wrist Band,DJ Sanghvi,Adjustable,240,435,150.0,January
Stationery,Branded Notebook,Sinhgad College,B5,50,92,40.0,April
Gadgets,Powerbank,AISSMS,256GB,1350,476,1150.0,May
Bags & Cases,Laptop Bag,Bharati Vidyapeeth,15-inch,360,97,220.0,March
Gadgets,Pendrive 32GB,Fr. Agnel,256GB,790,406,430.0,September
Apparel,Hoodie,Sinhgad College,M,610,135,390.0,May
Apparel,Hoodie,Rizvi College,M,800,430,530.0,October
Accessories,College Socks,RAIT,Adjustable,260,356,140.0,October
Accessories,College Socks,VIT Pune,Free Size,330,497,290.0,January
Accessories,College Cap,Modern College,Adjustable,220,475,180.0,August
Apparel,College T-Shirt,RAIT,M,610,422,340.0,January
Stationery,Sticky Notes,VIIT,B5,60,148,40.0,March
Apparel,Jacket,MIT WPU,L,380,133,270.0,May
Accessories,College Socks,NMIMS,Free Size,410,435,350.0,March
Stationery,Branded Notebook,Bhavan's College,A5,140,479,70.0,July
Gadgets,Earphones,Sinhgad College,64GB,880,417,740.0,July
Accessories,Shoes,VIT Pune,UK7,190,438,140.0,October
Stationery,Pen Set,Mumbai University,A5,140,244,100.0,July
Bags & Cases,Tote Bag,RAIT,17-inch,570,30,320.0,July
Bags & Cases,Backpack,Modern College,13-inch,790,79,680.0,May
Accessories,Wrist Band,DJ Sanghvi,Small,60,299,50.0,October
Gadgets,Earphones,Mumbai University,32GB,510,81,370.0,June
Stationery,Folder,Bhavan's College,B5,120,483,100.0,July
Accessories,Keychain,Bharati Vidyapeeth,Adjustable,490,362,280.0,October
Bags & Cases,Backpack,DJ Sanghvi,15-inch,660,362,500.0,April
Bags & Cases,College Pouch,VIIT,15-inch,900,148,660.0,June
Gadgets,Pendrive 32GB,Rizvi College,128GB,1070,61,570.0,September
Bags & Cases,Backpack,MIT WPU,15-inch,540,159,380.0,October
Stationery,Sticky Notes,PCCOE,B5,70,61,50.0,January
Gadgets,Pendrive 32GB,KJ Somaiya,64GB,1300,254,700.0,July
Accessories,Shoes,COEP,UK9,390,60,230.0,June
Gadgets,Powerbank,Modern College,256GB,870,364,730.0,August
Bags & Cases,Laptop Bag,Modern College,17-inch,520,15,450.0,December
Apparel,College T-Shirt,Modern College,L,330,393,250.0,May
Accessories,College Badge,NMIMS,Large,320,473,230.0,February
Accessories,Keychain,DJ Sanghvi,Free Size,360,161,260.0,June
Accessories,Keychain,Sinhgad College,Small,300,466,190.0,September
Stationery,Pen Set,Bharati Vidyapeeth,A5,70,254,40.0,October
Apparel,College T-Shirt,Bharati Vidyapeeth,S,470,425,300.0,May
Gadgets,Earphones,MIT WPU,256GB,1230,233,1060.0,August
Stationery,Sticky Notes,Thakur College,B5,120,449,90.0,November
Accessories,Shoes,Fr. Agnel,UK10,420,194,370.0,August
Apparel,Sweatshirt,Bhavan's College,M,600,152,350.0,May
Gadgets,Pendrive 32GB,KJ Somaiya,128GB,790,53,470.0,November
Stationery,Folder,COEP,A5,70,84,60.0,March
Stationery,Folder,PCCOE,A5,120,397,90.0,July
Stationery,Pen Set,Sinhgad College,A5,80,163,50.0,September
Bags & Cases,Laptop Bag,COEP,13-inch,300,243,150.0,December
Bags & Cases,Backpack,SIES,17-inch,800,68,660.0,November
Gadgets,Pendrive 32GB,AISSMS,64GB,860,240,650.0,January
Apparel,Jacket,Sinhgad College,M,790,302,510.0,June
Bags & Cases,College Pouch,St. Xavier's Mumbai,15-inch,940,276,640.0,February
Accessories,Shoes,Mumbai University,UK7,270,356,160.0,May
Bags & Cases,College Pouch,Modern College,15-inch,270,202,190.0,April
Bags & Cases,Backpack,NMIMS,15-inch,270,264,190.0,November
Bags & Cases,Tote Bag,Sinhgad College,13-inch,360,41,210.0,July
Apparel,College T-Shirt,SKNCOE,S,760,444,400.0,March
Gadgets,Wireless Mouse,SIES,32GB,810,216,490.0,July
Apparel,Jacket,COEP,S,340,409,200.0,December
Bags & Cases,Laptop Bag,DJ Sanghvi,13-inch,240,182,140.0,May
Accessories,College Socks,NMIMS,Free Size,450,324,370.0,November
Apparel,College T-Shirt,HR College,M,740,139,430.0,March
Stationery,Branded Notebook,SKNCOE,B5,150,329,80.0,December
Accessories,Shoes,Wilson College,UK10,120,65,70.0,December
Apparel,College T-Shirt,Sinhgad College,L,610,169,310.0,May
Gadgets,Pendrive 32GB,Mumbai University,64GB,1350,265,1130.0,March
Gadgets,Pendrive 32GB,VIIT,128GB,1400,296,1220.0,February
Accessories,College Cap,PCCOE,Large,150,160,100.0,December
Stationery,Pen Set,MIT WPU,B5,80,262,60.0,August
Bags & Cases,Tote Bag,Mumbai University,15-inch,210,388,110.0,September
Stationery,Folder,VESIT,A4,100,212,60.0,July
Apparel,Sweatshirt,Sinhgad College,L,410,14,300.0,June
Bags & Cases,Tote Bag,VIIT,17-inch,920,479,480.0,December
Gadgets,Earphones,SKNCOE,128GB,960,135,720.0,June
Accessories,Wrist Band,Wilson College,Free Size,210,270,110.0,May
Bags & Cases,Laptop Bag,COEP,13-inch,460,296,310.0,May
Stationery,Sticky Notes,VESIT,A5,110,118,90.0,November
Stationery,Sticky Notes,COEP,A5,90,382,70.0,December
Accessories,Shoes,COEP,UK9,180,92,160.0,August
Gadgets,Powerbank,VIT Pune,32GB,1000,61,680.0,July
Gadgets,Pendrive 32GB,VESIT,64GB,1350,173,1010.0,October
Accessories,Shoes,Bharati Vidyapeeth,UK6,450,90,310.0,June
Gadgets,Powerbank,VIT Pune,32GB,1300,376,1170.0,December
Bags & Cases,College Pouch,Modern College,15-inch,280,20,190.0,July
Apparel,College T-Shirt,VIT Pune,M,770,60,650.0,September
Accessories,Wrist Band,AISSMS,Small,180,361,90.0,July
Gadgets,Pendrive 32GB,VIIT,64GB,800,160,570.0,December
Accessories,Wrist Band,RAIT,Small,220,262,190.0,March
Gadgets,Pendrive 32GB,VESIT,32GB,1170,181,650.0,April
Bags & Cases,Backpack,Mumbai University,15-inch,780,343,420.0,October
Gadgets,Earphones,Mumbai University,64GB,1380,78,1130.0,July
Gadgets,Earphones,NMIMS,128GB,970,103,810.0,November
Apparel,Sweatshirt,PCCOE,L,580,62,300.0,April
Bags & Cases,Laptop Bag,Bharati Vidyapeeth,17-inch,940,466,620.0,July
Bags & Cases,Backpack,VESIT,15-inch,240,32,140.0,January
Gadgets,Pendrive 32GB,SPIT,128GB,1060,411,760.0,March
Accessories,Keychain,St. Xavier's Mumbai,Adjustable,490,362,380.0,November
Gadgets,Wireless Mouse,NMIMS,32GB,1280,216,1030.0,April
Bags & Cases,Tote Bag,DY Patil Pune,17-inch,300,130,250.0,May
Apparel,Jacket,Bharati Vidyapeeth,S,680,75,380.0,April
Gadgets,Pendrive 32GB,PICT,256GB,960,84,580.0,February
Bags & Cases,Tote Bag,Thakur College,17-inch,440,373,390.0,April
Gadgets,Powerbank,MIT WPU,128GB,970,117,530.0,April
Bags & Cases,Backpack,COEP,15-inch,310,142,180.0,January
Gadgets,Earphones,DY Patil Pune,32GB,1090,110,680.0,February
Apparel,Hoodie,PCCOE,M,500,498,280.0,January
Accessories,Keychain,SKNCOE,Small,130,193,70.0,January
Stationery,Branded Notebook,AISSMS,A4,100,46,60.0,October
Bags & Cases,Laptop Bag,Sinhgad College,13-inch,450,374,340.0,March
Stationery,Folder,HR College,A5,70,223,40.0,February
Accessories,College Socks,VIT Pune,Large,400,309,300.0,April
Gadgets,Pendrive 32GB,Fr. Agnel,64GB,760,389,390.0,March
Bags & Cases,Laptop Bag,Thakur College,15-inch,960,312,670.0,July
Apparel,Hoodie,SKNCOE,L,670,287,340.0,October
Bags & Cases,Laptop Bag,Fr. Agnel,15-inch,160,34,100.0,January
Apparel,Sweatshirt,PCCOE,M,480,37,430.0,March
Accessories,College Badge,SIES,Small,180,170,130.0,September
Bags & Cases,Laptop Bag,Bhavan's College,17-inch,230,283,160.0,February
Accessories,Shoes,RAIT,UK8,350,15,270.0,June
Stationery,Sticky Notes,DY Patil Pune,A4,70,12,40.0,June
Bags & Cases,Laptop Bag,SKNCOE,15-inch,420,232,300.0,September
Gadgets,Wireless Mouse,VIIT,128GB,1020,32,750.0,August
Bags & Cases,Laptop Bag,AISSMS,17-inch,390,451,260.0,March
Apparel,Hoodie,St. Xavier's Mumbai,L,700,137,560.0,July
Bags & Cases,Laptop Bag,NMIMS,13-inch,540,464,310.0,January
Stationery,Folder,VIT Pune,A4,150,426,80.0,October
Bags & Cases,Laptop Bag,COEP,15-inch,330,95,190.0,January
Bags & Cases,Laptop Bag,Sinhgad College,17-inch,180,453,120.0,July
Bags & Cases,Tote Bag,RAIT,15-inch,540,123,350.0,March
Bags & Cases,Backpack,RAIT,15-inch,560,82,360.0,January
Stationery,Branded Notebook,Fr. Agnel,B5,140,130,110.0,March
Accessories,Keychain,SIES,Free Size,60,18,30.0,September
Accessories,College Badge,COEP,Adjustable,180,409,100.0,May
Apparel,Sweatshirt,SIES,S,440,249,320.0,June
Stationery,Sticky Notes,DY Patil Pune,A4,150,158,100.0,December
Gadgets,Powerbank,Wilson College,32GB,1350,83,1070.0,December
Gadgets,Pendrive 32GB,Fr. Agnel,32GB,980,472,490.0,January
Gadgets,Earphones,Sinhgad College,128GB,1070,423,580.0,September
Stationery,Pen Set,Sinhgad College,B5,70,398,50.0,February
Gadgets,Earphones,HR College,256GB,1020,104,620.0,November
Accessories,Shoes,SIES,UK10,390,19,300.0,August
Gadgets,Pendrive 32GB,Mumbai University,256GB,1300,151,760.0,January
Bags & Cases,Tote Bag,Sinhgad College,15-inch,980,303,610.0,February
Apparel,Sweatshirt,DY Patil Pune,L,410,358,250.0,April
Accessories,College Cap,Thakur College,Large,360,369,200.0,May
Accessories,Keychain,RAIT,Free Size,140,30,100.0,February
Gadgets,Wireless Mouse,VIIT,32GB,1060,248,610.0,October
Apparel,Jacket,Sinhgad College,M,370,357,230.0,June
Bags & Cases,Laptop Bag,RAIT,15-inch,860,338,760.0,April
Apparel,Jacket,AISSMS,S,580,357,420.0,July
Apparel,College T-Shirt,VIIT,M,430,132,310.0,June
Accessories,Shoes,Wilson College,UK8,380,216,300.0,June
Accessories,College Socks,VESIT,Adjustable,470,411,370.0,December
Gadgets,Wireless Mouse,PICT,256GB,1210,487,640.0,January
Stationery,Branded Notebook,Modern College,A4,70,353,50.0,August
Stationery,Folder,VESIT,A5,100,330,70.0,December
Stationery,Sticky Notes,KJ Somaiya,A5,50,50,40.0,September
Stationery,Folder,COEP,A4,100,461,70.0,August
Apparel,Jacket,VIIT,S,660,237,450.0,November
Accessories,Keychain,PCCOE,Free Size,110,377,60.0,September
Apparel,Jacket,NMIMS,M,550,402,340.0,December
Accessories,College Socks,Bhavan's College,Small,160,16,140.0,August
Stationery,Folder,Mumbai University,A4,140,399,100.0,May
Stationery,Sticky Notes,Modern College,A5,70,50,60.0,April
Apparel,College T-Shirt,Sinhgad College,L,360,182,260.0,May
Accessories,College Cap,KJ Somaiya,Large,380,146,310.0,June
Bags & Cases,Laptop Bag,Bhavan's College,13-inch,390,237,210.0,January
Apparel,Hoodie,HR College,M,740,289,510.0,September
Apparel,Jacket,COEP,S,420,67,290.0,April
Stationery,Branded Notebook,HR College,A4,150,383,130.0,April
Apparel,Hoodie,Mumbai University,M,700,75,460.0,January
Apparel,Hoodie,SPIT,L,780,27,440.0,July
Accessories,College Badge,AISSMS,Large,270,140,140.0,February
Stationery,Pen Set,Mumbai University,A4,90,241,60.0,July
Apparel,Sweatshirt,DJ Sanghvi,L,470,333,390.0,October
Accessories,Shoes,Wilson College,UK10,70,424,40.0,May
Stationery,Sticky Notes,VESIT,B5,100,298,70.0,February
Apparel,Sweatshirt,SKNCOE,L,610,370,320.0,October
Accessories,Keychain,Bhavan's College,Large,90,203,80.0,January
Stationery,Sticky Notes,NMIMS,B5,120,34,60.0,May
Gadgets,Earphones,DJ Sanghvi,32GB,620,307,500.0,January
Accessories,College Socks,St. Xavier's Mumbai,Adjustable,390,244,270.0,September
Stationery,Folder,SKNCOE,B5,50,204,40.0,November
Apparel,College T-Shirt,VIT Pune,L,780,393,450.0,September
Gadgets,Pendrive 32GB,Mumbai University,256GB,1280,434,1000.0,January
Stationery,Sticky Notes,Modern College,B5,70,402,50.0,January
Bags & Cases,College Pouch,Rizvi College,15-inch,300,356,260.0,July
Bags & Cases,Laptop Bag,Rizvi College,17-inch,430,335,230.0,September
Accessories,Wrist Band,Sinhgad College,Large,400,480,200.0,June
Accessories,College Cap,DJ Sanghvi,Free Size,280,324,180.0,January
Stationery,Branded Notebook,MIT WPU,B5,130,489,90.0,January
Stationery,Folder,St. Xavier's Mumbai,B5,80,130,70.0,December
Stationery,Folder,Bhavan's College,B5,130,221,110.0,November
Apparel,Jacket,NMIMS,L,750,280,400.0,November
Gadgets,Powerbank,Bharati Vidyapeeth,128GB,810,384,660.0,November
Gadgets,Powerbank,VESIT,64GB,860,489,560.0,March
Accessories,Keychain,Fr. Agnel,Large,160,233,100.0,November
Apparel,Sweatshirt,Mumbai University,S,730,399,370.0,May
Apparel,College T-Shirt,RAIT,S,480,190,390.0,September
Stationery,Sticky Notes,Sinhgad College,A4,50,404,40.0,February
Stationery,Sticky Notes,MIT WPU,B5,100,291,90.0,April
Bags & Cases,Tote Bag,SKNCOE,17-inch,630,247,420.0,October
Accessories,College Socks,PCCOE,Small,300,172,160.0,May
Gadgets,Powerbank,MIT WPU,64GB,800,411,470.0,September
Bags & Cases,College Pouch,St. Xavier's Mumbai,17-inch,610,304,350.0,June
Accessories,Wrist Band,SIES,Large,380,320,200.0,April
Apparel,Hoodie,Bhavan's College,L,780,392,690.0,March
Stationery,Pen Set,NMIMS,A4,120,183,100.0,October
Apparel,College T-Shirt,RAIT,S,710,139,500.0,January
Stationery,Folder,AISSMS,A4,120,344,80.0,March
Accessories,College Cap,SPIT,Adjustable,230,41,190.0,May
Gadgets,Earphones,Thakur College,128GB,1280,249,1140.0,April
Accessories,College Socks,HR College,Free Size,260,57,190.0,March
Bags & Cases,College Pouch,PCCOE,13-inch,500,177,320.0,January
Stationery,Branded Notebook,PCCOE,A5,100,482,70.0,July
Apparel,College T-Shirt,SKNCOE,S,570,374,380.0,January
Stationery,Branded Notebook,VIT Pune,A4,120,252,70.0,March
Bags & Cases,Backpack,Fr. Agnel,17-inch,780,214,460.0,January
Accessories,College Badge,DJ Sanghvi,Large,330,279,190.0,December
Apparel,Sweatshirt,DY Patil Pune,L,330,237,250.0,December
Gadgets,Earphones,Sinhgad College,64GB,610,48,320.0,March
Accessories,College Cap,SKNCOE,Adjustable,260,102,170.0,November
Stationery,Branded Notebook,RAIT,A4,120,426,70.0,March
Apparel,Hoodie,PICT,S,420,321,350.0,July
Accessories,Wrist Band,HR College,Large,330,461,280.0,February
Bags & Cases,Laptop Bag,SIES,13-inch,310,129,260.0,October
Bags & Cases,Tote Bag,Modern College,15-inch,660,456,580.0,April
Apparel,Sweatshirt,Bharati Vidyapeeth,L,560,176,430.0,June
Accessories,Wrist Band,NMIMS,Large,90,10,70.0,February
Accessories,Wrist Band,Wilson College,Small,410,344,280.0,September
Bags & Cases,Backpack,Sinhgad College,15-inch,730,390,400.0,January
Gadgets,Powerbank,PICT,128GB,1060,125,730.0,December
Apparel,Jacket,KJ Somaiya,L,730,473,410.0,October
Apparel,Sweatshirt,Thakur College,M,570,202,330.0,August
Stationery,Pen Set,PICT,A4,130,324,70.0,December
Accessories,Keychain,PICT,Small,370,387,300.0,May
Apparel,College T-Shirt,DY Patil Pune,L,550,273,340.0,November
Stationery,Sticky Notes,VIT Pune,B5,120,283,80.0,June
Bags & Cases,Laptop Bag,RAIT,17-inch,600,51,350.0,September
Bags & Cases,Laptop Bag,Modern College,13-inch,310,278,170.0,November
Stationery,Sticky Notes,NMIMS,B5,130,338,110.0,February
Accessories,College Badge,AISSMS,Free Size,140,417,110.0,August
Gadgets,Powerbank,RAIT,32GB,1330,370,890.0,October
Apparel,Hoodie,PCCOE,M,310,208,200.0,February
Stationery,Branded Notebook,Fr. Agnel,A4,60,90,30.0,February
Apparel,Jacket,DY Patil Pune,L,380,262,320.0,August
Gadgets,Pendrive 32GB,Fr. Agnel,256GB,1270,327,950.0,June
Bags & Cases,Laptop Bag,Bhavan's College,15-inch,580,473,370.0,September
Bags & Cases,Backpack,Rizvi College,13-inch,170,155,90.0,June
Gadgets,Powerbank,Fr. Agnel,256GB,760,364,560.0,November
Bags & Cases,College Pouch,SPIT,15-inch,270,137,230.0,December
Stationery,Sticky Notes,Mumbai University,A5,90,483,60.0,September
Apparel,Hoodie,Bhavan's College,S,580,271,440.0,January
Accessories,College Socks,SIES,Adjustable,470,21,290.0,February
Bags & Cases,College Pouch,DJ Sanghvi,13-inch,900,28,600.0,March
Apparel,Hoodie,RAIT,S,570,123,320.0,January
Stationery,Folder,Sinhgad College,A5,100,192,80.0,January
Stationery,Branded Notebook,Fr. Agnel,A4,90,384,60.0,August
Stationery,Pen Set,Wilson College,A5,80,469,40.0,January
Stationery,Folder,VESIT,A4,100,102,80.0,July
Bags & Cases,Backpack,SKNCOE,15-inch,230,256,150.0,December
Bags & Cases,Laptop Bag,KJ Somaiya,17-inch,970,195,690.0,September
Gadgets,Pendrive 32GB,St. Xavier's Mumbai,256GB,1060,51,640.0,October
Stationery,Sticky Notes,HR College,A5,80,314,60.0,February
Stationery,Folder,Bharati Vidyapeeth,B5,90,312,50.0,January
Gadgets,Pendrive 32GB,VESIT,256GB,1120,151,740.0,September
Accessories,Keychain,COEP,Small,400,492,290.0,June
Apparel,Hoodie,Fr. Agnel,S,520,190,440.0,January
Apparel,Sweatshirt,Sinhgad College,L,320,433,160.0,December
Gadgets,Wireless Mouse,HR College,128GB,980,430,620.0,February
Apparel,Hoodie,DY Patil Pune,M,700,44,500.0,October
Apparel,College T-Shirt,VESIT,L,680,67,440.0,February
Accessories,College Badge,NMIMS,Large,220,109,130.0,November
Gadgets,Earphones,St. Xavier's Mumbai,128GB,1380,268,720.0,December
Stationery,Pen Set,DJ Sanghvi,A4,100,108,60.0,September
Stationery,Sticky Notes,St. Xavier's Mumbai,B5,100,106,80.0,December
Gadgets,Wireless Mouse,Bhavan's College,32GB,600,108,360.0,January
Apparel,College T-Shirt,MIT WPU,M,560,366,440.0,November
Gadgets,Earphones,NMIMS,128GB,570,118,370.0,February
Bags & Cases,Backpack,DY Patil Pune,17-inch,420,118,280.0,February
Apparel,Sweatshirt,PCCOE,S,690,303,360.0,February
Gadgets,Earphones,RAIT,128GB,1140,291,710.0,August
Gadgets,Pendrive 32GB,COEP,256GB,1430,436,870.0,August
Accessories,Keychain,VIT Pune,Free Size,110,281,90.0,August
Stationery,Sticky Notes,Bhavan's College,B5,90,418,70.0,August
Apparel,Jacket,SPIT,M,440,102,330.0,September
Bags & Cases,Tote Bag,DY Patil Pune,13-inch,860,16,440.0,March
Apparel,Jacket,RAIT,L,530,415,350.0,May
Stationery,Pen Set,KJ Somaiya,A5,80,144,50.0,June
Gadgets,Pendrive 32GB,AISSMS,32GB,1340,429,950.0,March
Gadgets,Wireless Mouse,DY Patil Pune,256GB,800,371,580.0,September
Bags & Cases,Tote Bag,NMIMS,17-inch,210,179,160.0,January
Gadgets,Powerbank,SIES,128GB,1340,51,1130.0,January
Stationery,Pen Set,Modern College,A5,80,320,60.0,October
Stationery,Branded Notebook,Sinhgad College,A4,60,257,40.0,April
Stationery,Branded Notebook,COEP,B5,130,348,120.0,May
Accessories,College Cap,VIT Pune,Free Size,480,33,250.0,September
Bags & Cases,Tote Bag,AISSMS,17-inch,250,493,220.0,August
Bags & Cases,Laptop Bag,KJ Somaiya,15-inch,150,480,90.0,July
Gadgets,Powerbank,Mumbai University,64GB,880,269,650.0,September
Apparel,Hoodie,MIT WPU,S,720,12,560.0,August
Apparel,Sweatshirt,HR College,L,720,62,460.0,June
Gadgets,Wireless Mouse,PICT,128GB,920,469,580.0,October
Bags & Cases,College Pouch,Fr. Agnel,13-inch,270,317,150.0,March
Stationery,Folder,SIES,A5,80,492,50.0,September
Gadgets,Wireless Mouse,PICT,32GB,820,430,560.0,November
Gadgets,Earphones,AISSMS,256GB,890,102,600.0,November
Accessories,College Badge,Rizvi College,Small,200,228,120.0,January
Gadgets,Earphones,RAIT,64GB,940,141,750.0,May
Stationery,Pen Set,SKNCOE,A4,60,367,50.0,June
Gadgets,Powerbank,Sinhgad College,64GB,600,44,500.0,November
Gadgets,Earphones,St. Xavier's Mumbai,32GB,1220,401,870.0,August
